iter	RMSE
567	0.7981794779
568	0.7926455614
569	0.7888583626
570	0.783327731
571	0.7803609832
572	0.7762628538
573	0.7735973821
574	0.7718396368
575	0.766896782
576	0.763446503
577	0.757510845
578	0.7540897963
579	0.7480629841
580	0.744464951
581	0.74284767
582	0.736010436
583	0.7323980801
584	0.7276991113
585	0.7256247817
586	0.7215713991
587	0.7172958391
588	0.7136044043
589	0.7103237125
590	0.7052164453
591	0.6999578112
592	0.694302942
593	0.6890189869
594	0.6842910405
595	0.6798135744
596	0.6741298118
597	0.6718846087
598	0.6664297974
599	0.6628606201
600	0.6582838998
601	0.655011668
602	0.6513392676
603	0.646605629
604	0.6421894868
605	0.637981437
606	0.6359738014
607	0.6337084009
608	0.6311191807
609	0.6295194644
610	0.6245211562
611	0.6238982831
612	0.6222127135
613	0.6199433778
614	0.615298456
615	0.6137497939
616	0.6083918735
617	0.6039003647
618	0.6021484794
619	0.5969687657
620	0.5924020903
621	0.5880763062
622	0.586562522
623	0.582986445
624	0.5817558298
625	0.5809129362
626	0.5792144649
627	0.5777656073
628	0.5755178824
629	0.5743157423
630	0.5703154594
631	0.5660966487
632	0.5632390331
633	0.562264755
634	0.5590328867
635	0.5551849119
636	0.5544224319
637	0.5519917403
638	0.5490582569
639	0.5476338979
640	0.5446717536
641	0.5421505776
642	0.5361454794
643	0.5325383399
644	0.5282340071
645	0.5227766493
646	0.5201735719
647	0.5170034825
648	0.5128628566
649	0.51005743
650	0.5076200794
651	0.5057889183
652	0.5016723002
653	0.4984743092
654	0.4951976159
655	0.4934450353
656	0.4894970337
657	0.4868271415
658	0.4829234681
659	0.4805207107
660	0.4788091423
661	0.4754793342
662	0.472283287
663	0.4698589046
664	0.4665663258
665	0.4627383496
666	0.4602566184
667	0.4589021153
668	0.4552389386
669	0.4520519734
670	0.449716046
671	0.4474890465
672	0.4440532882
673	0.4410043645
674	0.4368029503
675	0.4351410743
676	0.4330228061
677	0.4307879704
678	0.4287651685
679	0.4263882241
680	0.4238437654
681	0.4216572544
682	0.4204882772
683	0.4184250119
684	0.4171813629
685	0.4142861346
686	0.4130913223
687	0.4109040053
688	0.4080700717
689	0.4049832283
690	0.4020141504
691	0.3981706768
692	0.3956597537
693	0.3932014406
694	0.3914918304
695	0.3896535101
696	0.3887132855
697	0.386649278
698	0.3836529112
699	0.3820214666
700	0.3805809832
701	0.3793307445
702	0.37795974
703	0.3751823145
704	0.3731737612
705	0.3707061453
706	0.3688868215
707	0.3660615937
708	0.3646359737
709	0.3629277342
710	0.3604491038
711	0.3593863334
712	0.3579843019
713	0.3564462308
714	0.3543274446
715	0.3530332535
716	0.3520800521
717	0.3497915717
718	0.3486015692
719	0.3470235516
720	0.3445519833
721	0.3436684117
722	0.3420290814
723	0.3400870894
724	0.3386970331
725	0.3380336445
726	0.3357952002
727	0.3330256642
728	0.3310156385
729	0.3289265659
730	0.3264939935
731	0.3246425977
732	0.3231417022
733	0.321276911
734	0.3192684374
735	0.3180859081
736	0.3172085516
737	0.3154380267
738	0.3128958527
739	0.3111571372
740	0.3098813578
741	0.3087757354
742	0.3069396223
743	0.3063335961
744	0.3048032459
745	0.3026414926
746	0.3010595907
747	0.29951143
748	0.2973300947
749	0.2971162146
750	0.2954467147
751	0.29358868
752	0.2923659025
753	0.2904365046
754	0.2889954456
755	0.2878993509
756	0.2857558253
757	0.2840046799
758	0.2823490281
759	0.2820755461
760	0.2806210982
761	0.279562239
762	0.2786827563
763	0.2768967228
764	0.2753507377
765	0.2729408286
766	0.2708583349
767	0.2692377571
768	0.2677548117
769	0.266083742
770	0.265062229
771	0.2629437719
772	0.2617870303
773	0.2611497428
774	0.2603155763
775	0.2595579683
776	0.2584817427
777	0.2564445278
778	0.2557699788
779	0.2545023663
780	0.25225618
781	0.2514427316
782	0.2502383039
783	0.2483603462
784	0.2476936506
785	0.2463383234
786	0.2446658576
787	0.2439420696
788	0.2422327731
789	0.2402323271
790	0.2396984032
791	0.2378393936
792	0.2363078868
793	0.235829852
794	0.2340336654
795	0.2329473638
796	0.2313370417
797	0.2296890235
798	0.2290878905
799	0.2285582165
800	0.2273407167
801	0.2265102753
802	0.2246920061
803	0.2237697934
804	0.2233422583
805	0.2227499765
806	0.2207758561
807	0.2195513585
808	0.2182960236
809	0.2177664343
810	0.2158742557
811	0.2144272622
812	0.2123728943
813	0.2115505005
814	0.2095647982
815	0.2081504403
816	0.2068291885
817	0.2056963401
818	0.2048644515
819	0.2042356162
820	0.2029354866
821	0.2024165564
822	0.2013112159
823	0.2002867521
824	0.1988896666
825	0.197738154
826	0.1965057231
827	0.1949512763
828	0.194429039
829	0.1939311237
830	0.1926702674
831	0.1914525929
832	0.1902066624
833	0.1892638659
834	0.1882510793
835	0.1878154775
836	0.1869827436
837	0.1858704697
838	0.1841148613
839	0.1832150022
840	0.1827096534
841	0.1820037686
842	0.1818292085
843	0.1809504242
844	0.1800267623
845	0.1790662924
846	0.1783399546
847	0.1780072532
848	0.1768731537
849	0.1762971083
850	0.1758589111
851	0.1745520809
852	0.1731256694
853	0.1721356769
854	0.1708005702
855	0.1692356137
856	0.168471764
857	0.1672595693
858	0.1662013964
859	0.165619833
860	0.1641434788
861	0.1639636015
862	0.16329878
863	0.1625083125
864	0.1615301809
865	0.1607543078
866	0.1602337484
867	0.1595626347
868	0.1589614494
869	0.1572550219
870	0.1564416495
871	0.1558123266
872	0.1547062594
873	0.1541784068
874	0.1526267469
875	0.151647645
876	0.1507726819
877	0.1502929385
878	0.1492862656
879	0.1486867009
880	0.1478946634
881	0.1471936018
882	0.146184059
883	0.14539401
884	0.1450097063
885	0.1439075635
886	0.1432247208
887	0.1425100623
888	0.1413935383
889	0.1410768486
890	0.1398584176
891	0.1397492532
892	0.1394037939
893	0.1388321616
894	0.1382234904
895	0.137717469
896	0.1366888467
897	0.1359445265
898	0.1354534274
899	0.1345123328
900	0.1335432065
901	0.1329781128
902	0.1317807152
903	0.1317348702
904	0.1310203619
905	0.1302524218
906	0.1296171048
907	0.1287682282
908	0.1280110711
909	0.127508272
910	0.1268050444
911	0.1264422277
912	0.1255013308
913	0.1248198617
914	0.1244151589
915	0.1242521767
916	0.1239140723
917	0.1233813681
918	0.1225173836
919	0.1218177528
920	0.1216302594
921	0.1205453237
922	0.1200126876
923	0.1192372973
924	0.1186355073
925	0.1175561867
926	0.117310274
927	0.117266739
928	0.1170019816
929	0.1163681649
930	0.1157273918
931	0.1146134416
932	0.1138681843
933	0.1133509793
934	0.1130236237
935	0.1123080545
936	0.11151336
937	0.1107341737
938	0.109759299
939	0.1091219967
940	0.1089174639
941	0.1081045229
942	0.1076354349
943	0.1074422139
944	0.1069388381
945	0.1062092717
946	0.1058794899
947	0.1052815921
948	0.1048451828
949	0.1038436638
950	0.1034298036
951	0.1027869095
952	0.101808769
953	0.1010997686
954	0.1003554887
955	0.1001289076
956	0.09903053407
957	0.09830080828
958	0.09764475871
959	0.09727599356
960	0.09663292318
961	0.09613225196
962	0.09582059926
963	0.09541202448
964	0.09495025304
965	0.09462561915
966	0.09390077636
967	0.09317455345
968	0.09301749566
969	0.09255958956
970	0.09238294836
971	0.09175207828
972	0.0914648347
973	0.09081793005
974	0.09005538861
975	0.0895625922
976	0.08934993542
977	0.08891600005
978	0.08837914513
979	0.08776847982
980	0.08728199883
981	0.08721396081
982	0.08686888572
983	0.08643766342
984	0.08587018364
985	0.08544705611
986	0.08495164668
987	0.08438814629
988	0.08403415481
989	0.08332956733
990	0.08288058097
991	0.08241720999
992	0.08196073414
993	0.08146555871
994	0.08108072778
995	0.08053043316
996	0.07992982593
997	0.07941935588
998	0.07884817671
999	0.07846477979
1000	0.07799838669
1001	0.07735599237
1002	0.07702270341
1003	0.07650941467
1004	0.07629487048
1005	0.07570098518
1006	0.07542440564
1007	0.07509860141
1008	0.07492785642
1009	0.07465157386
1010	0.07421017531
1011	0.07386690228
1012	0.07359234843
1013	0.07324569016
1014	0.07257585198
1015	0.07232916386
1016	0.0720395901
1017	0.07150485026
1018	0.07103783225
1019	0.07078813775
1020	0.07025788021
1021	0.06989255212
1022	0.06952330849
1023	0.0689669186
1024	0.06861953276
1025	0.06831798133
1026	0.06799905844
1027	0.06789827836
1028	0.06745124451
1029	0.06717907109
1030	0.06679918721
1031	0.06656363279
1032	0.0661343607
1033	0.06579291158
1034	0.06563879884
1035	0.06530450435
1036	0.06496559575
1037	0.06469126385
1038	0.0643353211
1039	0.06398601247
1040	0.063438079
1041	0.06305495073
1042	0.06262303762
1043	0.06214287257
1044	0.06202686105
1045	0.06169630806
1046	0.06116449116
1047	0.06093251223
1048	0.06067495289
1049	0.06036692862
1050	0.06018930554
1051	0.05995138695
1052	0.05957189655
1053	0.05933036408
1054	0.0590411995
1055	0.05868941808
1056	0.05853139369
1057	0.05821309945
1058	0.05782849008
1059	0.05733365168
1060	0.05709140475
1061	0.05669681835
1062	0.05626422549
1063	0.05573429739
1064	0.05554474733
1065	0.0553394494
1066	0.05493161877
1067	0.05468473219
1068	0.0544562646
1069	0.0540590636
1070	0.05377206141
1071	0.05360508463
1072	0.05318965292
1073	0.0528769489
1074	0.05268786838
1075	0.05228695991
1076	0.05218301582
1077	0.05195472346
1078	0.05173634672
1079	0.05124894495
1080	0.05114170663
1081	0.05082800497
1082	0.0505023709
1083	0.05023387924
1084	0.04984067967
1085	0.04961426934
1086	0.04941165686
1087	0.0490954958
1088	0.04886478177
1089	0.04846355931
1090	0.04811358071
1091	0.0479009082
1092	0.04754665634
1093	0.04722541548
1094	0.04686466153
1095	0.04635825782
1096	0.04610756161
1097	0.04588222571
1098	0.04563732711
1099	0.04551640694
1100	0.04524800957
1101	0.0450641645
1102	0.04474528885
1103	0.04448492993
1104	0.04437133077
1105	0.04408152449
1106	0.04384690171
1107	0.04365283704
1108	0.04344119159
1109	0.04312016183
1110	0.04285620218
1111	0.04278855829
1112	0.04266483234
1113	0.04255495414
1114	0.04233758902
1115	0.04217253337
1116	0.04196803068
1117	0.04156661638
1118	0.04135216906
1119	0.04133491505
1120	0.04106718399
1121	0.04087150551
1122	0.04083111864
1123	0.04058871394
1124	0.04031031605
1125	0.04005244887
1126	0.0398754341
1127	0.03963134085
1128	0.03936229869
1129	0.03923300368
1130	0.0391356295
1131	0.03887398398
1132	0.0388608972
1133	0.03859686164
1134	0.03837408931
1135	0.03817639279
1136	0.03793427634
1137	0.03760131123
1138	0.03758880085
1139	0.03737915377
1140	0.03716732981
1141	0.03688594818
1142	0.03669277107
1143	0.03641526554
1144	0.03618567898
1145	0.03593117309
1146	0.03591906165
1147	0.03571421203
1148	0.03561868936
1149	0.03549310114
1150	0.03521152323
1151	0.03511804727
1152	0.03484048236
1153	0.0346716224
1154	0.03449306947
1155	0.03438453186
1156	0.03401880399
1157	0.03379592908
1158	0.03352484729
1159	0.0333060163
1160	0.03315266995
1161	0.03290923466
1162	0.03272821634
1163	0.03255428364
1164	0.03234361833
1165	0.0321918868
1166	0.03212123429
1167	0.03194474174
1168	0.03175520057
1169	0.03161450959
1170	0.03145462234
1171	0.03134240081
1172	0.03120026582
1173	0.03107973637
1174	0.03093383587
1175	0.03071632726
1176	0.03061370036
1177	0.03049447247
1178	0.03033808811
1179	0.03023944571
1180	0.03006741016
1181	0.02986375421
1182	0.02970720342
1183	0.02950087911
1184	0.02945943319
1185	0.02928224108
1186	0.02901817833
1187	0.02890774605
1188	0.02869965527
1189	0.02845875075
1190	0.02834785164
1191	0.0281870088
1192	0.02806567719
1193	0.02800817488
1194	0.02797473808
1195	0.02782314382
1196	0.02764469793
1197	0.02751115502
1198	0.02735758784
1199	0.02721870646
1200	0.02708910321
1201	0.02698912114
1202	0.02687803298
1203	0.0267702543
1204	0.02667696563
1205	0.02646014486
1206	0.026202088
1207	0.02604393086
1208	0.02602780793
1209	0.02598210898
1210	0.02588350896
1211	0.02576205257
1212	0.02566249531
1213	0.02550191168
1214	0.02532922509
1215	0.02509344838
1216	0.02495056288
1217	0.02489162493
1218	0.02474829408
1219	0.02466994115
1220	0.02452298477
1221	0.02437522485
1222	0.02419760184
1223	0.02400147198
1224	0.02391812718
1225	0.02377609127
1226	0.02366674235
1227	0.02357407039
1228	0.02341363834
1229	0.02340146851
1230	0.02330386762
1231	0.02314993779
1232	0.02295892365
1233	0.02284983338
1234	0.0227260267
1235	0.02254786086
1236	0.02241632555
1237	0.02235746881
1238	0.0222170339
1239	0.02210044487
1240	0.02200780975
1241	0.021986481
1242	0.02187729719
1243	0.02183809795
1244	0.02179030146
1245	0.02162916553
1246	0.02150298817
1247	0.02137244634
1248	0.02123554397
1249	0.021054457
1250	0.02092396828
1251	0.02082594592
1252	0.02073578434
1253	0.0206303388
1254	0.02042032032
1255	0.02035493294
1256	0.02031964221
1257	0.02014844694
1258	0.02001494984
1259	0.01992297782
1260	0.01974160613
1261	0.01961701109
1262	0.01950397295
1263	0.01939470299
1264	0.01927522899
1265	0.01914970976
1266	0.01904771321
1267	0.01898178051
1268	0.01897391307
1269	0.01894401961
1270	0.01881916486
1271	0.01870795863
1272	0.0186266308
1273	0.01852655643
1274	0.01840940212
1275	0.0183598772
1276	0.01829824787
1277	0.01822831046
1278	0.01810131666
1279	0.01799216437
1280	0.01791370533
1281	0.01787030713
1282	0.01770063928
1283	0.01753766677
1284	0.01742114357
1285	0.01729767588
1286	0.01721308439
1287	0.01719540126
1288	0.0171347179
